Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai UN,Jumlah Nilai UN
Jakarta,2017,Dalam,3,SMAN 81,IPA,Tertinggi,91.75,-
Jakarta,2017,Dalam,3,SMAN 81,IPA,Rata - Rata,91.75,-
Jakarta,2017,Dalam,3,SMAN 81,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 81,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 81,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 82,IPA,Terendah,78.75,-
Jakarta,2017,Dalam,3,SMAN 82,IPA,Tertinggi,81.13,-
Jakarta,2017,Dalam,3,SMAN 82,IPA,Rata - Rata,80.08,-
Jakarta,2017,Dalam,3,SMAN 82,IPS,Terendah,74.38,-
Jakarta,2017,Dalam,3,SMAN 82,IPS,Tertinggi,75.13,-
Jakarta,2017,Dalam,3,SMAN 82,IPS,Rata - Rata,74.67,-
Jakarta,2017,Dalam,3,SMAN 83,IPA,Terendah,66.38,-
Jakarta,2017,Dalam,3,SMAN 83,IPA,Tertinggi,66.38,-
Jakarta,2017,Dalam,3,SMAN 83,IPA,Rata - Rata,66.38,-
Jakarta,2017,Dalam,3,SMAN 83,IPS,Terendah,65.75,-
Jakarta,2017,Dalam,3,SMAN 83,IPS,Tertinggi,66.25,-
Jakarta,2017,Dalam,3,SMAN 83,IPS,Rata - Rata,66,-
Jakarta,2017,Dalam,3,SMAN 84,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 84,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 84,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 84,IPS,Terendah,82.25,-
Jakarta,2017,Dalam,3,SMAN 84,IPS,Tertinggi,82.25,-
Jakarta,2017,Dalam,3,SMAN 84,IPS,Rata - Rata,82.25,-
Jakarta,2017,Dalam,3,SMAN 85,IPA,Terendah,73,-
Jakarta,2017,Dalam,3,SMAN 85,IPA,Tertinggi,79.75,-
Jakarta,2017,Dalam,3,SMAN 85,IPA,Rata - Rata,76.46,-
Jakarta,2017,Dalam,3,SMAN 85,IPS,Terendah,70.38,-
Jakarta,2017,Dalam,3,SMAN 85,IPS,Tertinggi,70.38,-
Jakarta,2017,Dalam,3,SMAN 85,IPS,Rata - Rata,70.38,-
Jakarta,2017,Dalam,3,SMAN 86,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 86,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 86,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 86,IPS,Terendah,68.63,-
Jakarta,2017,Dalam,3,SMAN 86,IPS,Tertinggi,70.38,-
Jakarta,2017,Dalam,3,SMAN 86,IPS,Rata - Rata,69.63,-
Jakarta,2017,Dalam,3,SMAN 87,IPA,Terendah,70.13,-
Jakarta,2017,Dalam,3,SMAN 87,IPA,Tertinggi,71.75,-
Jakarta,2017,Dalam,3,SMAN 87,IPA,Rata - Rata,71,-
Jakarta,2017,Dalam,3,SMAN 87,IPS,Terendah,70,-
Jakarta,2017,Dalam,3,SMAN 87,IPS,Tertinggi,70,-
Jakarta,2017,Dalam,3,SMAN 87,IPS,Rata - Rata,70,-
Jakarta,2017,Dalam,3,SMAN 88,IPA,Terendah,71.88,-
Jakarta,2017,Dalam,3,SMAN 88,IPA,Tertinggi,71.88,-
Jakarta,2017,Dalam,3,SMAN 88,IPA,Rata - Rata,71.88,-
Jakarta,2017,Dalam,3,SMAN 88,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 88,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 88,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 89,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 89,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 89,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 89,IPS,Terendah,75.63,-
Jakarta,2017,Dalam,3,SMAN 89,IPS,Tertinggi,75.63,-
Jakarta,2017,Dalam,3,SMAN 89,IPS,Rata - Rata,75.63,-
Jakarta,2017,Dalam,3,SMAN 90,IPA,Terendah,81.5,-
Jakarta,2017,Dalam,3,SMAN 90,IPA,Tertinggi,81.5,-
Jakarta,2017,Dalam,3,SMAN 90,IPA,Rata - Rata,81.5,-
Jakarta,2017,Dalam,3,SMAN 90,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 90,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 90,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 93,IPA,Terendah,75.13,-
Jakarta,2017,Dalam,3,SMAN 93,IPA,Tertinggi,75.13,-
Jakarta,2017,Dalam,3,SMAN 93,IPA,Rata - Rata,75.13,-
Jakarta,2017,Dalam,3,SMAN 93,IPS,Terendah,72.13,-
Jakarta,2017,Dalam,3,SMAN 93,IPS,Tertinggi,72.13,-
Jakarta,2017,Dalam,3,SMAN 93,IPS,Rata - Rata,72.13,-
Jakarta,2017,Dalam,3,SMAN 94,IPA,Terendah,74.5,-
Jakarta,2017,Dalam,3,SMAN 94,IPA,Tertinggi,74.5,-
Jakarta,2017,Dalam,3,SMAN 94,IPA,Rata - Rata,74.5,-
Jakarta,2017,Dalam,3,SMAN 94,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 94,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 94,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 96,IPA,Terendah,73,-
Jakarta,2017,Dalam,3,SMAN 96,IPA,Tertinggi,81,-
Jakarta,2017,Dalam,3,SMAN 96,IPA,Rata - Rata,77,-
Jakarta,2017,Dalam,3,SMAN 96,IPS,Terendah,70.75,-
Jakarta,2017,Dalam,3,SMAN 96,IPS,Tertinggi,72.5,-
Jakarta,2017,Dalam,3,SMAN 96,IPS,Rata - Rata,71.38,-
Jakarta,2017,Dalam,3,SMAN 97,IPA,Terendah,76.13,-
Jakarta,2017,Dalam,3,SMAN 97,IPA,Tertinggi,78,-
Jakarta,2017,Dalam,3,SMAN 97,IPA,Rata - Rata,77.06,-
Jakarta,2017,Dalam,3,SMAN 97,IPS,Terendah,73.63,-
Jakarta,2017,Dalam,3,SMAN 97,IPS,Tertinggi,75.63,-
Jakarta,2017,Dalam,3,SMAN 97,IPS,Rata - Rata,74.63,-
Jakarta,2017,Dalam,3,SMAN 98,IPA,Terendah,77,-
Jakarta,2017,Dalam,3,SMAN 98,IPA,Tertinggi,79.25,-
Jakarta,2017,Dalam,3,SMAN 98,IPA,Rata - Rata,78.13,-
Jakarta,2017,Dalam,3,SMAN 98,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 98,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 98,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 99,IPA,Terendah,87.13,-
Jakarta,2017,Dalam,3,SMAN 99,IPA,Tertinggi,87.13,-
Jakarta,2017,Dalam,3,SMAN 99,IPA,Rata - Rata,87.13,-
Jakarta,2017,Dalam,3,SMAN 99,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 99,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 99,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 100,IPA,Terendah,70.88,-
Jakarta,2017,Dalam,3,SMAN 100,IPA,Tertinggi,71,-
Jakarta,2017,Dalam,3,SMAN 100,IPA,Rata - Rata,70.94,-
Jakarta,2017,Dalam,3,SMAN 100,IPS,Terendah,68.25,-
Jakarta,2017,Dalam,3,SMAN 100,IPS,Tertinggi,69.75,-
Jakarta,2017,Dalam,3,SMAN 100,IPS,Rata - Rata,68.9,-
Jakarta,2017,Dalam,3,SMAN 101,IPA,Terendah,69.38,-
Jakarta,2017,Dalam,3,SMAN 101,IPA,Tertinggi,73.88,-
Jakarta,2017,Dalam,3,SMAN 101,IPA,Rata - Rata,71.29,-
Jakarta,2017,Dalam,3,SMAN 101,IPS,Terendah,67.25,-
Jakarta,2017,Dalam,3,SMAN 101,IPS,Tertinggi,75.88,-
Jakarta,2017,Dalam,3,SMAN 101,IPS,Rata - Rata,71.56,-
Jakarta,2017,Dalam,3,SMAN 103,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 103,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 103,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 103,IPS,Terendah,75.88,-
Jakarta,2017,Dalam,3,SMAN 103,IPS,Tertinggi,75.88,-
Jakarta,2017,Dalam,3,SMAN 103,IPS,Rata - Rata,75.88,-
Jakarta,2017,Dalam,3,SMAN 104,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 104,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 104,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 104,IPS,Terendah,72.88,-
Jakarta,2017,Dalam,3,SMAN 104,IPS,Tertinggi,72.88,-
Jakarta,2017,Dalam,3,SMAN 104,IPS,Rata - Rata,72.88,-
Jakarta,2017,Dalam,3,SMAN 105,IPA,Terendah,78.75,-
Jakarta,2017,Dalam,3,SMAN 105,IPA,Tertinggi,78.75,-
Jakarta,2017,Dalam,3,SMAN 105,IPA,Rata - Rata,78.75,-
Jakarta,2017,Dalam,3,SMAN 105,IPS,Terendah,71.25,-
Jakarta,2017,Dalam,3,SMAN 105,IPS,Tertinggi,71.25,-
Jakarta,2017,Dalam,3,SMAN 105,IPS,Rata - Rata,71.25,-
Jakarta,2017,Dalam,3,SMAN 107,IPA,Terendah,66.75,-
Jakarta,2017,Dalam,3,SMAN 107,IPA,Tertinggi,66.75,-
Jakarta,2017,Dalam,3,SMAN 107,IPA,Rata - Rata,66.75,-
Jakarta,2017,Dalam,3,SMAN 107,IPS,Terendah,66.88,-
Jakarta,2017,Dalam,3,SMAN 107,IPS,Tertinggi,68.75,-
Jakarta,2017,Dalam,3,SMAN 107,IPS,Rata - Rata,67.71,-
Jakarta,2017,Dalam,3,SMAN 108,IPA,Terendah,70.25,-
Jakarta,2017,Dalam,3,SMAN 108,IPA,Tertinggi,72.75,-
Jakarta,2017,Dalam,3,SMAN 108,IPA,Rata - Rata,71.5,-
Jakarta,2017,Dalam,3,SMAN 108,IPS,Terendah,67.63,-
Jakarta,2017,Dalam,3,SMAN 108,IPS,Tertinggi,68.38,-
Jakarta,2017,Dalam,3,SMAN 108,IPS,Rata - Rata,68,-
Jakarta,2017,Dalam,3,SMAN 109,IPA,Terendah,78.63,-
Jakarta,2017,Dalam,3,SMAN 109,IPA,Tertinggi,83.75,-
Jakarta,2017,Dalam,3,SMAN 109,IPA,Rata - Rata,81.19,-
Jakarta,2017,Dalam,3,SMAN 109,IPS,Terendah,77.75,-
Jakarta,2017,Dalam,3,SMAN 109,IPS,Tertinggi,77.75,-
Jakarta,2017,Dalam,3,SMAN 109,IPS,Rata - Rata,77.75,-
Jakarta,2017,Dalam,3,SMAN 111,IPA,Terendah,64.38,-
Jakarta,2017,Dalam,3,SMAN 111,IPA,Tertinggi,72,-
Jakarta,2017,Dalam,3,SMAN 111,IPA,Rata - Rata,65.58,-
Jakarta,2017,Dalam,3,SMAN 111,IPS,Terendah,64.25,-
Jakarta,2017,Dalam,3,SMAN 111,IPS,Tertinggi,66.75,-
Jakarta,2017,Dalam,3,SMAN 111,IPS,Rata - Rata,64.98,-
Jakarta,2017,Dalam,3,SMAN 112,IPA,Terendah,81.75,-
Jakarta,2017,Dalam,3,SMAN 112,IPA,Tertinggi,87.25,-
Jakarta,2017,Dalam,3,SMAN 112,IPA,Rata - Rata,84.5,-
Jakarta,2017,Dalam,3,SMAN 112,IPS,Terendah,76.38,-
Jakarta,2017,Dalam,3,SMAN 112,IPS,Tertinggi,79.5,-
Jakarta,2017,Dalam,3,SMAN 112,IPS,Rata - Rata,78.38,-
Jakarta,2017,Dalam,3,SMAN 113,IPA,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 113,IPA,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 113,IPA,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 113,IPS,Terendah,73.63,-
Jakarta,2017,Dalam,3,SMAN 113,IPS,Tertinggi,73.63,-
Jakarta,2017,Dalam,3,SMAN 113,IPS,Rata - Rata,73.63,-
Jakarta,2017,Dalam,3,SMAN 114,IPA,Terendah,71.5,-
Jakarta,2017,Dalam,3,SMAN 114,IPA,Tertinggi,71.5,-
Jakarta,2017,Dalam,3,SMAN 114,IPA,Rata - Rata,71.5,-
Jakarta,2017,Dalam,3,SMAN 114,IPS,Terendah,0,-
Jakarta,2017,Dalam,3,SMAN 114,IPS,Tertinggi,0,-
Jakarta,2017,Dalam,3,SMAN 114,IPS,Rata - Rata,0,-
Jakarta,2017,Dalam,3,SMAN 115,IPA,Terendah,65.38,-
Jakarta,2017,Dalam,3,SMAN 115,IPA,Tertinggi,66.88,-
Jakarta,2017,Dalam,3,SMAN 115,IPA,Rata - Rata,66.04,-
Jakarta,2017,Dalam,3,SMAN 115,IPS,Terendah,68.13,-
Jakarta,2017,Dalam,3,SMAN 115,IPS,Tertinggi,68.13,-
Jakarta,2017,Dalam,3,SMAN 115,IPS,Rata - Rata,68.13,-
Jakarta,2017,Luar,-,SMAN 1,IPA,Terendah,83.63,-
Jakarta,2017,Luar,-,SMAN 1,IPA,Tertinggi,88.75,-
Jakarta,2017,Luar,-,SMAN 1,IPA,Rata - Rata,85.73,-
Jakarta,2017,Luar,-,SMAN 1,IPS,Terendah,77.38,-
Jakarta,2017,Luar,-,SMAN 1,IPS,Tertinggi,83.5,-
Jakarta,2017,Luar,-,SMAN 1,IPS,Rata - Rata,80.23,-
Jakarta,2017,Luar,-,SMAN 2,IPA,Terendah,85.13,-
Jakarta,2017,Luar,-,SMAN 2,IPA,Tertinggi,92.88,-
Jakarta,2017,Luar,-,SMAN 2,IPA,Rata - Rata,88.18,-
Jakarta,2017,Luar,-,SMAN 2,IPS,Terendah,78.5,-
Jakarta,2017,Luar,-,SMAN 2,IPS,Tertinggi,84.13,-
Jakarta,2017,Luar,-,SMAN 2,IPS,Rata - Rata,80.28,-
Jakarta,2017,Luar,-,SMAN 3,IPA,Terendah,87.25,-
Jakarta,2017,Luar,-,SMAN 3,IPA,Tertinggi,92.13,-
Jakarta,2017,Luar,-,SMAN 3,IPA,Rata - Rata,88.47,-
Jakarta,2017,Luar,-,SMAN 3,IPS,Terendah,82.75,-
Jakarta,2017,Luar,-,SMAN 3,IPS,Tertinggi,87.13,-
Jakarta,2017,Luar,-,SMAN 3,IPS,Rata - Rata,85.96,-
Jakarta,2017,Luar,-,SMAN 4,IPA,Terendah,80.63,-
Jakarta,2017,Luar,-,SMAN 4,IPA,Tertinggi,90.25,-
Jakarta,2017,Luar,-,SMAN 4,IPA,Rata - Rata,83.8,-
Jakarta,2017,Luar,-,SMAN 4,IPS,Terendah,75.63,-
Jakarta,2017,Luar,-,SMAN 4,IPS,Tertinggi,75.75,-
Jakarta,2017,Luar,-,SMAN 4,IPS,Rata - Rata,75.69,-
Jakarta,2017,Luar,-,SMAN 5,IPA,Terendah,74.75,-
Jakarta,2017,Luar,-,SMAN 5,IPA,Tertinggi,90.5,-
Jakarta,2017,Luar,-,SMAN 5,IPA,Rata - Rata,80.14,-
Jakarta,2017,Luar,-,SMAN 5,IPS,Terendah,65.88,-
Jakarta,2017,Luar,-,SMAN 5,IPS,Tertinggi,76.13,-
Jakarta,2017,Luar,-,SMAN 5,IPS,Rata - Rata,69.91,-
Jakarta,2017,Luar,-,SMAN 6,IPA,Terendah,89.63,-
Jakarta,2017,Luar,-,SMAN 6,IPA,Tertinggi,90.88,-
Jakarta,2017,Luar,-,SMAN 6,IPA,Rata - Rata,90.24,-
Jakarta,2017,Luar,-,SMAN 6,IPS,Terendah,87.5,-
Jakarta,2017,Luar,-,SMAN 6,IPS,Tertinggi,89.13,-
Jakarta,2017,Luar,-,SMAN 6,IPS,Rata - Rata,88.21,-
Jakarta,2017,Luar,-,SMAN 7,IPA,Terendah,75.63,-
Jakarta,2017,Luar,-,SMAN 7,IPA,Tertinggi,84.75,-
Jakarta,2017,Luar,-,SMAN 7,IPA,Rata - Rata,80.2,-
Jakarta,2017,Luar,-,SMAN 7,IPS,Terendah,73.75,-
Jakarta,2017,Luar,-,SMAN 7,IPS,Tertinggi,79.13,-
Jakarta,2017,Luar,-,SMAN 7,IPS,Rata - Rata,76.67,-
Jakarta,2017,Luar,-,SMAN 8,IPA,Terendah,94,-
Jakarta,2017,Luar,-,SMAN 8,IPA,Tertinggi,96.13,-
Jakarta,2017,Luar,-,SMAN 8,IPA,Rata - Rata,94.81,-
Jakarta,2017,Luar,-,SMAN 8,IPS,Terendah,92.5,-
Jakarta,2017,Luar,-,SMAN 8,IPS,Tertinggi,92.75,-
Jakarta,2017,Luar,-,SMAN 8,IPS,Rata - Rata,92.63,-
Jakarta,2017,Luar,-,SMAN 9,IPA,Terendah,82.38,-
Jakarta,2017,Luar,-,SMAN 9,IPA,Tertinggi,90.13,-
Jakarta,2017,Luar,-,SMAN 9,IPA,Rata - Rata,84.05,-
Jakarta,2017,Luar,-,SMAN 9,IPS,Terendah,78.13,-
Jakarta,2017,Luar,-,SMAN 9,IPS,Tertinggi,80,-
Jakarta,2017,Luar,-,SMAN 9,IPS,Rata - Rata,78.83,-
Jakarta,2017,Luar,-,SMAN 10,IPA,Terendah,79.13,-
Jakarta,2017,Luar,-,SMAN 10,IPA,Tertinggi,83.38,-
Jakarta,2017,Luar,-,SMAN 10,IPA,Rata - Rata,80.5,-
Jakarta,2017,Luar,-,SMAN 10,IPS,Terendah,71.63,-
Jakarta,2017,Luar,-,SMAN 10,IPS,Tertinggi,74.75,-
Jakarta,2017,Luar,-,SMAN 10,IPS,Rata - Rata,72.98,-
Jakarta,2017,Luar,-,SMAN 11,IPA,Terendah,82.88,-
Jakarta,2017,Luar,-,SMAN 11,IPA,Tertinggi,87.5,-
Jakarta,2017,Luar,-,SMAN 11,IPA,Rata - Rata,85.05,-
Jakarta,2017,Luar,-,SMAN 11,IPS,Terendah,73.5,-
Jakarta,2017,Luar,-,SMAN 11,IPS,Tertinggi,82.5,-
Jakarta,2017,Luar,-,SMAN 11,IPS,Rata - Rata,76.48,-
Jakarta,2017,Luar,-,SMAN 12,IPA,Terendah,90.25,-
Jakarta,2017,Luar,-,SMAN 12,IPA,Tertinggi,91.63,-
Jakarta,2017,Luar,-,SMAN 12,IPA,Rata - Rata,90.88,-
Jakarta,2017,Luar,-,SMAN 12,IPS,Terendah,83.75,-
Jakarta,2017,Luar,-,SMAN 12,IPS,Tertinggi,87.38,-
Jakarta,2017,Luar,-,SMAN 12,IPS,Rata - Rata,85.45,-
Jakarta,2017,Luar,-,SMAN 13,IPA,Terendah,83.75,-
Jakarta,2017,Luar,-,SMAN 13,IPA,Tertinggi,89.5,-
Jakarta,2017,Luar,-,SMAN 13,IPA,Rata - Rata,85.5,-
Jakarta,2017,Luar,-,SMAN 13,IPS,Terendah,74.88,-
Jakarta,2017,Luar,-,SMAN 13,IPS,Tertinggi,82.5,-
Jakarta,2017,Luar,-,SMAN 13,IPS,Rata - Rata,78.78,-
Jakarta,2017,Luar,-,SMAN 14,IPA,Terendah,89.75,-
Jakarta,2017,Luar,-,SMAN 14,IPA,Tertinggi,91.38,-
Jakarta,2017,Luar,-,SMAN 14,IPA,Rata - Rata,90.64,-
Jakarta,2017,Luar,-,SMAN 14,IPS,Terendah,86.5,-
Jakarta,2017,Luar,-,SMAN 14,IPS,Tertinggi,87.5,-
Jakarta,2017,Luar,-,SMAN 14,IPS,Rata - Rata,87,-
Jakarta,2017,Luar,-,SMAN 15,IPA,Terendah,63.75,-
Jakarta,2017,Luar,-,SMAN 15,IPA,Tertinggi,66,-
Jakarta,2017,Luar,-,SMAN 15,IPA,Rata - Rata,65.13,-
Jakarta,2017,Luar,-,SMAN 15,IPS,Terendah,63.13,-
Jakarta,2017,Luar,-,SMAN 15,IPS,Tertinggi,65.88,-
Jakarta,2017,Luar,-,SMAN 15,IPS,Rata - Rata,64.55,-
Jakarta,2017,Luar,-,SMAN 16,IPA,Terendah,78.75,-
Jakarta,2017,Luar,-,SMAN 16,IPA,Tertinggi,84.5,-
Jakarta,2017,Luar,-,SMAN 16,IPA,Rata - Rata,81.82,-
Jakarta,2017,Luar,-,SMAN 16,IPS,Terendah,77.5,-
Jakarta,2017,Luar,-,SMAN 16,IPS,Tertinggi,80.38,-
Jakarta,2017,Luar,-,SMAN 16,IPS,Rata - Rata,78.41,-
Jakarta,2017,Luar,-,SMAN 17,IPA,Terendah,73.25,-
Jakarta,2017,Luar,-,SMAN 17,IPA,Tertinggi,77.38,-
Jakarta,2017,Luar,-,SMAN 17,IPA,Rata - Rata,75.5,-
Jakarta,2017,Luar,-,SMAN 17,IPS,Terendah,67.38,-
Jakarta,2017,Luar,-,SMAN 17,IPS,Tertinggi,69.88,-
Jakarta,2017,Luar,-,SMAN 17,IPS,Rata - Rata,68.63,-
Jakarta,2017,Luar,-,SMAN 18,IPA,Terendah,62.88,-
Jakarta,2017,Luar,-,SMAN 18,IPA,Tertinggi,72.38,-
Jakarta,2017,Luar,-,SMAN 18,IPA,Rata - Rata,69.03,-
Jakarta,2017,Luar,-,SMAN 18,IPS,Terendah,61,-
Jakarta,2017,Luar,-,SMAN 18,IPS,Tertinggi,75.75,-
Jakarta,2017,Luar,-,SMAN 18,IPS,Rata - Rata,66.1,-
Jakarta,2017,Luar,-,SMAN 19,IPA,Terendah,72.38,-
Jakarta,2017,Luar,-,SMAN 19,IPA,Tertinggi,78.75,-
Jakarta,2017,Luar,-,SMAN 19,IPA,Rata - Rata,75.05,-
Jakarta,2017,Luar,-,SMAN 19,IPS,Terendah,67.25,-
Jakarta,2017,Luar,-,SMAN 19,IPS,Tertinggi,76.88,-
Jakarta,2017,Luar,-,SMAN 19,IPS,Rata - Rata,71.03,-
Jakarta,2017,Luar,-,SMAN 20,IPA,Terendah,77.63,-
Jakarta,2017,Luar,-,SMAN 20,IPA,Tertinggi,82.13,-
Jakarta,2017,Luar,-,SMAN 20,IPA,Rata - Rata,79.5,-
Jakarta,2017,Luar,-,SMAN 20,IPS,Terendah,67.38,-
Jakarta,2017,Luar,-,SMAN 20,IPS,Tertinggi,70,-
Jakarta,2017,Luar,-,SMAN 20,IPS,Rata - Rata,68.83,-
Jakarta,2017,Luar,-,SMAN 21,IPA,Terendah,89.75,-
Jakarta,2017,Luar,-,SMAN 21,IPA,Tertinggi,91.25,-
Jakarta,2017,Luar,-,SMAN 21,IPA,Rata - Rata,90.45,-
Jakarta,2017,Luar,-,SMAN 21,IPS,Terendah,84,-
Jakarta,2017,Luar,-,SMAN 21,IPS,Tertinggi,95.13,-
Jakarta,2017,Luar,-,SMAN 21,IPS,Rata - Rata,87.8,-
Jakarta,2017,Luar,-,SMAN 22,IPA,Terendah,74.25,-
Jakarta,2017,Luar,-,SMAN 22,IPA,Tertinggi,81,-
Jakarta,2017,Luar,-,SMAN 22,IPA,Rata - Rata,76.29,-
Jakarta,2017,Luar,-,SMAN 22,IPS,Terendah,72,-
Jakarta,2017,Luar,-,SMAN 22,IPS,Tertinggi,75.75,-
Jakarta,2017,Luar,-,SMAN 22,IPS,Rata - Rata,73.3,-
Jakarta,2017,Luar,-,SMAN 23,IPA,Terendah,76.13,-
Jakarta,2017,Luar,-,SMAN 23,IPA,Tertinggi,80.13,-
Jakarta,2017,Luar,-,SMAN 23,IPA,Rata - Rata,77.7,-
Jakarta,2017,Luar,-,SMAN 23,IPS,Terendah,71.5,-
Jakarta,2017,Luar,-,SMAN 23,IPS,Tertinggi,75.38,-
Jakarta,2017,Luar,-,SMAN 23,IPS,Rata - Rata,73.25,-
Jakarta,2017,Luar,-,SMAN 24,IPA,Terendah,84.63,-
Jakarta,2017,Luar,-,SMAN 24,IPA,Tertinggi,86.25,-
Jakarta,2017,Luar,-,SMAN 24,IPA,Rata - Rata,85.03,-
Jakarta,2017,Luar,-,SMAN 24,IPS,Terendah,81.38,-
Jakarta,2017,Luar,-,SMAN 24,IPS,Tertinggi,83.63,-
Jakarta,2017,Luar,-,SMAN 24,IPS,Rata - Rata,82.54,-
Jakarta,2017,Luar,-,SMAN 25,IPA,Terendah,74.25,-
Jakarta,2017,Luar,-,SMAN 25,IPA,Tertinggi,75.5,-
Jakarta,2017,Luar,-,SMAN 25,IPA,Rata - Rata,74.97,-
Jakarta,2017,Luar,-,SMAN 25,IPS,Terendah,68.25,-
Jakarta,2017,Luar,-,SMAN 25,IPS,Tertinggi,71.75,-
Jakarta,2017,Luar,-,SMAN 25,IPS,Rata - Rata,70.18,-
Jakarta,2017,Luar,-,SMAN 26,IPA,Terendah,90.38,-
Jakarta,2017,Luar,-,SMAN 26,IPA,Tertinggi,92.5,-
Jakarta,2017,Luar,-,SMAN 26,IPA,Rata - Rata,91.68,-
Jakarta,2017,Luar,-,SMAN 26,IPS,Terendah,86.5,-
Jakarta,2017,Luar,-,SMAN 26,IPS,Tertinggi,89.75,-
Jakarta,2017,Luar,-,SMAN 26,IPS,Rata - Rata,88.43,-
Jakarta,2017,Luar,-,SMAN 27,IPA,Terendah,75,-
Jakarta,2017,Luar,-,SMAN 27,IPA,Tertinggi,79,-
Jakarta,2017,Luar,-,SMAN 27,IPA,Rata - Rata,76.38,-
Jakarta,2017,Luar,-,SMAN 27,IPS,Terendah,67.88,-
Jakarta,2017,Luar,-,SMAN 27,IPS,Tertinggi,78.38,-
Jakarta,2017,Luar,-,SMAN 27,IPS,Rata - Rata,71.95,-
Jakarta,2017,Luar,-,SMAN 28,IPA,Terendah,93.5,-
Jakarta,2017,Luar,-,SMAN 28,IPA,Tertinggi,95.25,-
Jakarta,2017,Luar,-,SMAN 28,IPA,Rata - Rata,94.07,-
Jakarta,2017,Luar,-,SMAN 28,IPS,Terendah,91,-
Jakarta,2017,Luar,-,SMAN 28,IPS,Tertinggi,94.75,-
Jakarta,2017,Luar,-,SMAN 28,IPS,Rata - Rata,92.66,-
Jakarta,2017,Luar,-,SMAN 29,IPA,Terendah,87.63,-
Jakarta,2017,Luar,-,SMAN 29,IPA,Tertinggi,90.88,-
Jakarta,2017,Luar,-,SMAN 29,IPA,Rata - Rata,88.71,-
Jakarta,2017,Luar,-,SMAN 29,IPS,Terendah,85.38,-
Jakarta,2017,Luar,-,SMAN 29,IPS,Tertinggi,87.5,-
Jakarta,2017,Luar,-,SMAN 29,IPS,Rata - Rata,86.1,-
Jakarta,2017,Luar,-,SMAN 30,IPA,Terendah,77.13,-
Jakarta,2017,Luar,-,SMAN 30,IPA,Tertinggi,82.25,-
Jakarta,2017,Luar,-,SMAN 30,IPA,Rata - Rata,78.8,-
Jakarta,2017,Luar,-,SMAN 30,IPS,Terendah,73,-
Jakarta,2017,Luar,-,SMAN 30,IPS,Tertinggi,78.75,-
Jakarta,2017,Luar,-,SMAN 30,IPS,Rata - Rata,74.91,-
Jakarta,2017,Luar,-,SMAN 31,IPA,Terendah,80.75,-
Jakarta,2017,Luar,-,SMAN 31,IPA,Tertinggi,86.25,-
Jakarta,2017,Luar,-,SMAN 31,IPA,Rata - Rata,82.39,-
Jakarta,2017,Luar,-,SMAN 31,IPS,Terendah,75.13,-
Jakarta,2017,Luar,-,SMAN 31,IPS,Tertinggi,83.63,-
Jakarta,2017,Luar,-,SMAN 31,IPS,Rata - Rata,78.86,-
