Provinsi,Kabupaten/Kota,Indikator,Jumlah
Jawa Timur,Kota Kediri,Jumlah Pemilih Perempuan,101386
Jawa Timur,Kota Madiun,Jumlah Pemilih Perempuan,77593
Jawa Timur,Kota Malang,Jumlah Pemilih Perempuan,306475
Jawa Timur,Kota Mojokerto,Jumlah Pemilih Perempuan,49197
Jawa Timur,Kota Pasuruan,Jumlah Pemilih Perempuan,70995
Jawa Timur,Kota Probolinggo,Jumlah Pemilih Perempuan,83993
Jawa Timur,Kota Surabaya,Jumlah Pemilih Perempuan,1025980
Jawa Timur,Lamongan,Jumlah Pemilih Perempuan,526258
Jawa Timur,Lumajang,Jumlah Pemilih Perempuan,416776
Jawa Timur,Madiun,Jumlah Pemilih Perempuan,291386
Jawa Timur,Magetan,Jumlah Pemilih Perempuan,276517
Jawa Timur,Malang,Jumlah Pemilih Perempuan,987256
Jawa Timur,Mojokerto,Jumlah Pemilih Perempuan,408427
Jawa Timur,Nganjuk,Jumlah Pemilih Perempuan,425336
Jawa Timur,Ngawi,Jumlah Pemilih Perempuan,356236
Jawa Timur,Pacitan,Jumlah Pemilih Perempuan,23238
Jawa Timur,Pamekasan,Jumlah Pemilih Perempuan,351962
Jawa Timur,Pasuruan,Jumlah Pemilih Perempuan,583986
Jawa Timur,Ponorogo,Jumlah Pemilih Perempuan,383737
Jawa Timur,Probolinggo,Jumlah Pemilih Perempuan,436305
Jawa Timur,Sampang,Jumlah Pemilih Perempuan,406468
Jawa Timur,Sidoarjo,Jumlah Pemilih Perempuan,68945
Jawa Timur,Situbondo,Jumlah Pemilih Perempuan,245252
Jawa Timur,Sumenep,Jumlah Pemilih Perempuan,452572
Jawa Timur,Trenggalek,Jumlah Pemilih Perempuan,288801
Jawa Timur,Tuban,Jumlah Pemilih Perempuan,468589
Jawa Timur,Tulungagung,Jumlah Pemilih Perempuan,424975
Kalimantan Barat,Bengkayang,Jumlah Pemilih Perempuan,78054
Kalimantan Barat,Kapuas Hulu,Jumlah Pemilih Perempuan,83262
Kalimantan Barat,Kayong Utara,Jumlah Pemilih Perempuan,3694
Kalimantan Barat,Ketapang,Jumlah Pemilih Perempuan,162169
Kalimantan Barat,Kota Pontianak,Jumlah Pemilih Perempuan,216148
Kalimantan Barat,Kota Singkawang,Jumlah Pemilih Perempuan,72918
Kalimantan Barat,Kubu Raya,Jumlah Pemilih Perempuan,196376
Kalimantan Barat,Landak,Jumlah Pemilih Perempuan,124856
Kalimantan Barat,Melawi,Jumlah Pemilih Perempuan,73548
Kalimantan Barat,Mempawah,Jumlah Pemilih Perempuan,8885
Kalimantan Barat,Sambas,Jumlah Pemilih Perempuan,200171
Kalimantan Barat,Sanggau,Jumlah Pemilih Perempuan,147406
Kalimantan Barat,Sekadau,Jumlah Pemilih Perempuan,70627
Kalimantan Barat,Sintang,Jumlah Pemilih Perempuan,131516
Kalimantan Selatan,Hulu Sungai Selatan,Jumlah Pemilih Perempuan,81982
Kalimantan Selatan,Tabalong,Jumlah Pemilih Perempuan,81893
Kalimantan Selatan,Tanah Laut,Jumlah Pemilih Perempuan,112019
Kalimantan Selatan,Tapin,Jumlah Pemilih Perempuan,64982
Kalimantan Tengah,Barito Timur,Jumlah Pemilih Perempuan,37107
Kalimantan Tengah,Barito Utara,Jumlah Pemilih Perempuan,46034
Kalimantan Tengah,Gunung Mas,Jumlah Pemilih Perempuan,36315
Kalimantan Tengah,Kapuas,Jumlah Pemilih Perempuan,127476
Kalimantan Tengah,Katingan,Jumlah Pemilih Perempuan,52423
Kalimantan Tengah,Kota Palangkaraya,Jumlah Pemilih Perempuan,89256
Kalimantan Tengah,Lamandau,Jumlah Pemilih Perempuan,28277
Kalimantan Tengah,Murung Raya,Jumlah Pemilih Perempuan,36343
Kalimantan Tengah,Pulang Pisau,Jumlah Pemilih Perempuan,4413
Kalimantan Tengah,Seruyan,Jumlah Pemilih Perempuan,41074
Kalimantan Tengah,Sukamara,Jumlah Pemilih Perempuan,17476
Kalimantan Timur,Berau,Jumlah Pemilih Perempuan,68091
Kalimantan Timur,Kota Balikpapan,Jumlah Pemilih Perempuan,206657
Kalimantan Timur,Kota Bontang,Jumlah Pemilih Perempuan,51581
Kalimantan Timur,Kota Samarinda,Jumlah Pemilih Perempuan,267111
Kalimantan Timur,Kutai Barat,Jumlah Pemilih Perempuan,51842
Kalimantan Timur,Kutai Kartanegara,Jumlah Pemilih Perempuan,223831
Kalimantan Timur,Kutai Timur,Jumlah Pemilih Perempuan,98061
Kalimantan Timur,Mahakam Ulu,Jumlah Pemilih Perempuan,9791
Kalimantan Timur,Paser,Jumlah Pemilih Perempuan,83484
Kalimantan Timur,Penajam Paser Utara,Jumlah Pemilih Perempuan,56964
Kalimantan Utara,Kota Tarakan,Jumlah Pemilih Perempuan,6484
Kepulauan Bangka Belitung,Bangka,Jumlah Pemilih Perempuan,977
Kepulauan Bangka Belitung,Belitung,Jumlah Pemilih Perempuan,59281
Kepulauan Bangka Belitung,Kota Pangkalpinang,Jumlah Pemilih Perempuan,63902
Kepulauan Riau,Kota Tanjungpinang,Jumlah Pemilih Perempuan,71949
Lampung,Kota Bandar Lampung,Jumlah Pemilih Perempuan,307125
Lampung,Kota Metro,Jumlah Pemilih Perempuan,55212
Lampung,Lampung Barat,Jumlah Pemilih Perempuan,96548
Lampung,Lampung Selatan,Jumlah Pemilih Perempuan,342099
Lampung,Lampung Tengah,Jumlah Pemilih Perempuan,439236
Lampung,Lampung Timur,Jumlah Pemilih Perempuan,370274
Lampung,Lampung Utara,Jumlah Pemilih Perempuan,205762
Lampung,Mesuji,Jumlah Pemilih Perempuan,68404
Lampung,Pesawaran,Jumlah Pemilih Perempuan,156343
Lampung,Pesisir Barat,Jumlah Pemilih Perempuan,49818
Lampung,Pringsewu,Jumlah Pemilih Perempuan,139873
Lampung,Tanggamus,Jumlah Pemilih Perempuan,215031
Lampung,Tulang Bawang,Jumlah Pemilih Perempuan,12019
Lampung,Tulang Bawang Barat,Jumlah Pemilih Perempuan,92184
Lampung,Way Kanan,Jumlah Pemilih Perempuan,156981
Maluku,Buru,Jumlah Pemilih Perempuan,4449
Maluku,Buru Selatan,Jumlah Pemilih Perempuan,25832
Maluku,Kepulauan Aru,Jumlah Pemilih Perempuan,26823
Maluku,Kota Ambon,Jumlah Pemilih Perempuan,107614
Maluku,Kota Tual,Jumlah Pemilih Perempuan,20604
Maluku,Maluku Barat Daya,Jumlah Pemilih Perempuan,23647
Maluku,Maluku Tengah,Jumlah Pemilih Perempuan,14667
Maluku,Maluku Tenggara,Jumlah Pemilih Perempuan,38098
Maluku,Maluku Tenggara Barat,Jumlah Pemilih Perempuan,32296
Maluku,Seram Bagian Barat,Jumlah Pemilih Perempuan,71676
Maluku,Seram Bagian Timur,Jumlah Pemilih Perempuan,45969
Maluku Utara,Halmahera Barat,Jumlah Pemilih Perempuan,35034
Maluku Utara,Halmahera Selatan,Jumlah Pemilih Perempuan,68958
Maluku Utara,Halmahera Tengah,Jumlah Pemilih Perempuan,16137
Maluku Utara,Halmahera Timur,Jumlah Pemilih Perempuan,26524
Maluku Utara,Halmahera Utara,Jumlah Pemilih Perempuan,64009
Maluku Utara,Kepulauan Sula,Jumlah Pemilih Perempuan,28632
Maluku Utara,Kota Ternate,Jumlah Pemilih Perempuan,58341
Maluku Utara,Kota Tidore Kepulauan,Jumlah Pemilih Perempuan,3356
Maluku Utara,Pulau Morotai,Jumlah Pemilih Perempuan,21352
Maluku Utara,Pulau Taliabu,Jumlah Pemilih Perempuan,17417
Nusa Tenggara Barat,Bima,Jumlah Pemilih Perempuan,180352
Nusa Tenggara Barat,Dompu,Jumlah Pemilih Perempuan,7847
Nusa Tenggara Barat,Kota Bima,Jumlah Pemilih Perempuan,52141
Nusa Tenggara Barat,Kota Mataram,Jumlah Pemilih Perempuan,138062
Nusa Tenggara Barat,Lombok Barat,Jumlah Pemilih Perempuan,232919
Nusa Tenggara Barat,Lombok Tengah,Jumlah Pemilih Perempuan,363732
Nusa Tenggara Barat,Lombok Timur,Jumlah Pemilih Perempuan,448899
Nusa Tenggara Barat,Lombok Utara,Jumlah Pemilih Perempuan,79552
Nusa Tenggara Barat,Sumbawa,Jumlah Pemilih Perempuan,162703
Nusa Tenggara Barat,Sumbawa Barat,Jumlah Pemilih Perempuan,45162
Nusa Tenggara Timur,Alor,Jumlah Pemilih Perempuan,68881
Nusa Tenggara Timur,Belu,Jumlah Pemilih Perempuan,63073
Nusa Tenggara Timur,Ende,Jumlah Pemilih Perempuan,86227
Nusa Tenggara Timur,Flores Timur,Jumlah Pemilih Perempuan,80522
Nusa Tenggara Timur,Kota Kupang,Jumlah Pemilih Perempuan,114879
Nusa Tenggara Timur,Kupang,Jumlah Pemilih Perempuan,102899
Nusa Tenggara Timur,Lembata,Jumlah Pemilih Perempuan,42039
Nusa Tenggara Timur,Malaka,Jumlah Pemilih Perempuan,62533
Nusa Tenggara Timur,Manggarai,Jumlah Pemilih Perempuan,9762
Nusa Tenggara Timur,Manggarai Barat,Jumlah Pemilih Perempuan,78276
Nusa Tenggara Timur,Manggarai Timur,Jumlah Pemilih Perempuan,9251
Nusa Tenggara Timur,Nagekeo,Jumlah Pemilih Perempuan,4773
Nusa Tenggara Timur,Ngada,Jumlah Pemilih Perempuan,53689
Nusa Tenggara Timur,Rote Ndao,Jumlah Pemilih Perempuan,42291
Nusa Tenggara Timur,Sabu Raijua,Jumlah Pemilih Perempuan,24855
Nusa Tenggara Timur,Sikka,Jumlah Pemilih Perempuan,101987
Nusa Tenggara Timur,Sumba Barat,Jumlah Pemilih Perempuan,36976
Nusa Tenggara Timur,Sumba Barat Daya,Jumlah Pemilih Perempuan,10396
Nusa Tenggara Timur,Sumba Tengah,Jumlah Pemilih Perempuan,23086
Nusa Tenggara Timur,Sumba Timur,Jumlah Pemilih Perempuan,75305
Nusa Tenggara Timur,Timor Tengah Selatan,Jumlah Pemilih Perempuan,143278
Nusa Tenggara Timur,Timor Tengah Utara,Jumlah Pemilih Perempuan,81939
Papua,Asmat,Jumlah Pemilih Perempuan,32472
Papua,Biak Numfor,Jumlah Pemilih Perempuan,4655
Papua,Boven Digoel,Jumlah Pemilih Perempuan,1457
Papua,Deiyai,Jumlah Pemilih Perempuan,2945
Papua,Dogiyai,Jumlah Pemilih Perempuan,42781
Papua,Intan Jaya,Jumlah Pemilih Perempuan,38983
Papua,Jayapura,Jumlah Pemilih Perempuan,54777
Papua,Jayawijaya,Jumlah Pemilih Perempuan,118987
Papua,Keerom,Jumlah Pemilih Perempuan,21938
Papua,Kepulauan Yapen,Jumlah Pemilih Perempuan,47321
Papua,Kota Jayapura,Jumlah Pemilih Perempuan,139681
Papua,Lanny Jaya,Jumlah Pemilih Perempuan,82155
Papua,Mamberamo Raya,Jumlah Pemilih Perempuan,12312
Papua,Mamberamo Tengah,Jumlah Pemilih Perempuan,15635
Papua,Mappi,Jumlah Pemilih Perempuan,33595
Papua,Merauke,Jumlah Pemilih Perempuan,62841
Papua,Mimika,Jumlah Pemilih Perempuan,103243
Papua,Nabire,Jumlah Pemilih Perempuan,799
Papua,Nduga,Jumlah Pemilih Perempuan,43673
Papua,Paniai,Jumlah Pemilih Perempuan,4746
Papua,Pegunungan Bintang,Jumlah Pemilih Perempuan,43533
Papua,Puncak,Jumlah Pemilih Perempuan,76655
Papua,Puncak Jaya,Jumlah Pemilih Perempuan,85329
Papua,Sarmi,Jumlah Pemilih Perempuan,4886
Papua,Supiori,Jumlah Pemilih Perempuan,7087
Papua,Tolikara,Jumlah Pemilih Perempuan,99132
Papua,Waropen,Jumlah Pemilih Perempuan,1629
Papua,Yahukimo,Jumlah Pemilih Perempuan,133002
Papua,Yalimo,Jumlah Pemilih Perempuan,39338
Riau,Bengkalis,Jumlah Pemilih Perempuan,173666
Riau,Indragiri Hilir,Jumlah Pemilih Perempuan,211072
Riau,Indragiri Hulu,Jumlah Pemilih Perempuan,131739
Riau,Kampar,Jumlah Pemilih Perempuan,21868
Riau,Kepulauan Meranti,Jumlah Pemilih Perempuan,65086
Riau,Kota Dumai,Jumlah Pemilih Perempuan,84304
Riau,Kota Pekanbaru,Jumlah Pemilih Perempuan,240147
Riau,Kuantan Singingi,Jumlah Pemilih Perempuan,105814
Riau,Pelalawan,Jumlah Pemilih Perempuan,92656
Riau,Rokan Hilir,Jumlah Pemilih Perempuan,180585
Riau,Rokan Hulu,Jumlah Pemilih Perempuan,150598
Riau,Siak,Jumlah Pemilih Perempuan,126697
Sulawesi Barat,Mamasa,Jumlah Pemilih Perempuan,54539
Sulawesi Barat,Polewali Mandar,Jumlah Pemilih Perempuan,149941
Sulawesi Selatan,Bantaeng,Jumlah Pemilih Perempuan,72599
Sulawesi Selatan,Barru,Jumlah Pemilih Perempuan,66006
Sulawesi Selatan,Bone,Jumlah Pemilih Perempuan,280546
Sulawesi Selatan,Bulukumba,Jumlah Pemilih Perempuan,161197
Sulawesi Selatan,Enrekang,Jumlah Pemilih Perempuan,73314
Sulawesi Selatan,Gowa,Jumlah Pemilih Perempuan,262313
Sulawesi Selatan,Jeneponto,Jumlah Pemilih Perempuan,135175
Sulawesi Selatan,Kepulauan Selayar,Jumlah Pemilih Perempuan,46812
Sulawesi Selatan,Kota Makassar,Jumlah Pemilih Perempuan,507487
Sulawesi Selatan,Kota Palopo,Jumlah Pemilih Perempuan,51894
Sulawesi Selatan,Kota Pare Pare,Jumlah Pemilih Perempuan,47549
Sulawesi Selatan,Luwu,Jumlah Pemilih Perempuan,125031
Sulawesi Selatan,Luwu Timur,Jumlah Pemilih Perempuan,9078
Sulawesi Selatan,Luwu Utara,Jumlah Pemilih Perempuan,105767
Sulawesi Selatan,Maros,Jumlah Pemilih Perempuan,121973
Sulawesi Selatan,Pangkajene Dan Kepulauan,Jumlah Pemilih Perempuan,122921
Sulawesi Selatan,Pinrang,Jumlah Pemilih Perempuan,133392
Sulawesi Selatan,Sidenreng Rappang,Jumlah Pemilih Perempuan,109274
Sulawesi Selatan,Sinjai,Jumlah Pemilih Perempuan,89443
Sulawesi Selatan,Soppeng,Jumlah Pemilih Perempuan,93023
Sulawesi Selatan,Takalar,Jumlah Pemilih Perempuan,106111
Sulawesi Selatan,Tana Toraja,Jumlah Pemilih Perempuan,78372
Sulawesi Selatan,Toraja Utara,Jumlah Pemilih Perempuan,75348
Sulawesi Selatan,Wajo,Jumlah Pemilih Perempuan,142773
Sulawesi Tengah,Donggala,Jumlah Pemilih Perempuan,9678
Sulawesi Tengah,Morowali,Jumlah Pemilih Perempuan,42826
Sulawesi Tengah,Parigi Moutong,Jumlah Pemilih Perempuan,145804
Sulawesi Tenggara,Bombana,Jumlah Pemilih Perempuan,48273
Sulawesi Tenggara,Buton,Jumlah Pemilih Perempuan,35434
Sulawesi Tenggara,Buton Selatan,Jumlah Pemilih Perempuan,27996
Sulawesi Tenggara,Buton Tengah,Jumlah Pemilih Perempuan,37302
Sulawesi Tenggara,Buton Utara,Jumlah Pemilih Perempuan,21353
Sulawesi Tenggara,Kolaka,Jumlah Pemilih Perempuan,73882
Sulawesi Tenggara,Kolaka Timur,Jumlah Pemilih Perempuan,37984
Sulawesi Tenggara,Kolaka Utara,Jumlah Pemilih Perempuan,43526
Sulawesi Tenggara,Konawe,Jumlah Pemilih Perempuan,78461
Sulawesi Tenggara,Konawe Kepulauan,Jumlah Pemilih Perempuan,11781
Sulawesi Tenggara,Konawe Selatan,Jumlah Pemilih Perempuan,96678
Sulawesi Tenggara,Konawe Utara,Jumlah Pemilih Perempuan,19735
Sulawesi Tenggara,Kota Bau Bau,Jumlah Pemilih Perempuan,52788
Sulawesi Tenggara,Kota Kendari,Jumlah Pemilih Perempuan,91161
Sulawesi Tenggara,Muna,Jumlah Pemilih Perempuan,7292
Sulawesi Tenggara,Muna Barat,Jumlah Pemilih Perempuan,27173
Sulawesi Tenggara,Wakatobi,Jumlah Pemilih Perempuan,38877
Sulawesi Utara,Bolaang Mongondow Utara,Jumlah Pemilih Perempuan,26445
Sulawesi Utara,Kep. Siau Tagulandang Biaro,Jumlah Pemilih Perempuan,267
Sulawesi Utara,Kepulauan Talaud,Jumlah Pemilih Perempuan,32911
Sulawesi Utara,Kota Kotamobagu,Jumlah Pemilih Perempuan,42623
Sulawesi Utara,Minahasa,Jumlah Pemilih Perempuan,124426
Sulawesi Utara,Minahasa Tenggara,Jumlah Pemilih Perempuan,38774
Sumatera Barat,Kota Padang,Jumlah Pemilih Perempuan,273468
Sumatera Barat,Kota Padang Panjang,Jumlah Pemilih Perempuan,18327
Sumatera Barat,Kota Pariaman,Jumlah Pemilih Perempuan,30204
Sumatera Barat,Kota Sawahlunto,Jumlah Pemilih Perempuan,22608
Sumatera Selatan,Banyuasin,Jumlah Pemilih Perempuan,282306
Sumatera Selatan,Empat Lawang,Jumlah Pemilih Perempuan,95812
Sumatera Selatan,Kota Lubuklinggau,Jumlah Pemilih Perempuan,78525
Sumatera Selatan,Kota Pagar Alam,Jumlah Pemilih Perempuan,49923
Sumatera Selatan,Kota Palembang,Jumlah Pemilih Perempuan,563031
Sumatera Selatan,Kota Prabumulih,Jumlah Pemilih Perempuan,64206
Sumatera Selatan,Lahat,Jumlah Pemilih Perempuan,144307
Sumatera Selatan,Muara Enim,Jumlah Pemilih Perempuan,201277
Sumatera Selatan,Musi Banyuasin,Jumlah Pemilih Perempuan,21269
Sumatera Selatan,Musi Rawas,Jumlah Pemilih Perempuan,13695
Sumatera Selatan,Musi Rawas Utara,Jumlah Pemilih Perempuan,71625
Sumatera Selatan,Ogan Ilir,Jumlah Pemilih Perempuan,140577
Sumatera Selatan,Ogan Komering Ilir,Jumlah Pemilih Perempuan,231821
Sumatera Selatan,Ogan Komering Ulu,Jumlah Pemilih Perempuan,121278
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Pemilih Perempuan,122931
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Pemilih Perempuan,223231
Sumatera Selatan,Penukal Abab Lematang Ilir,Jumlah Pemilih Perempuan,60886
Sumatera Utara,Asahan,Jumlah Pemilih Perempuan,244139
Sumatera Utara,Batu Bara,Jumlah Pemilih Perempuan,13978
Sumatera Utara,Dairi,Jumlah Pemilih Perempuan,88891
Sumatera Utara,Deli Serdang,Jumlah Pemilih Perempuan,58614
Sumatera Utara,Humbang Hasundutan,Jumlah Pemilih Perempuan,63075
Sumatera Utara,Karo,Jumlah Pemilih Perempuan,135568
Sumatera Utara,Kota Binjai,Jumlah Pemilih Perempuan,87371
Sumatera Utara,Kota Gunungsitoli,Jumlah Pemilih Perempuan,44082
Sumatera Utara,Kota Medan,Jumlah Pemilih Perempuan,773883
Sumatera Utara,Kota Padang Sidimpuan,Jumlah Pemilih Perempuan,70126
Sumatera Utara,Kota Pematangsiantar,Jumlah Pemilih Perempuan,8401
Sumatera Utara,Kota Sibolga,Jumlah Pemilih Perempuan,30713
Sumatera Utara,Kota Tanjung Balai,Jumlah Pemilih Perempuan,51351
Sumatera Utara,Kota Tebing Tinggi,Jumlah Pemilih Perempuan,51974
Sumatera Utara,Labuhanbatu,Jumlah Pemilih Perempuan,134195
Sumatera Utara,Labuhanbatu Selatan,Jumlah Pemilih Perempuan,87945
Sumatera Utara,Labuhanbatu Utara,Jumlah Pemilih Perempuan,107159
Sumatera Utara,Langkat,Jumlah Pemilih Perempuan,345755
Sumatera Utara,Mandailing Natal,Jumlah Pemilih Perempuan,139775
Sumatera Utara,Nias,Jumlah Pemilih Perempuan,45277
Sumatera Utara,Nias Barat,Jumlah Pemilih Perempuan,297
Sumatera Utara,Nias Selatan,Jumlah Pemilih Perempuan,90986
Sumatera Utara,Nias Utara,Jumlah Pemilih Perempuan,4383
Sumatera Utara,Padang Lawas,Jumlah Pemilih Perempuan,7813
Sumatera Utara,Padang Lawas Utara,Jumlah Pemilih Perempuan,71154
Sumatera Utara,Pakpak Bharat,Jumlah Pemilih Perempuan,16022
Sumatera Utara,Samosir,Jumlah Pemilih Perempuan,45529
Sumatera Utara,Serdang Bedagai,Jumlah Pemilih Perempuan,214358
Sumatera Utara,Simalungun,Jumlah Pemilih Perempuan,305511
Sumatera Utara,Tapanuli Selatan,Jumlah Pemilih Perempuan,9995
Sumatera Utara,Tapanuli Tengah,Jumlah Pemilih Perempuan,99095
Sumatera Utara,Tapanuli Utara,Jumlah Pemilih Perempuan,100957
Sumatera Utara,Toba Samosir,Jumlah Pemilih Perempuan,60208
Aceh,Aceh Selatan,Jumlah Pemilih Total,150908
Aceh,Kota Subulussalam,Jumlah Pemilih Total,49748
Aceh,Pidie Jaya,Jumlah Pemilih Total,10707
Bali,Badung,Jumlah Pemilih Total,358125
Bali,Bangli,Jumlah Pemilih Total,18404
Bali,Buleleng,Jumlah Pemilih Total,555555
Bali,Gianyar,Jumlah Pemilih Total,363084
Bali,Jembrana,Jumlah Pemilih Total,225651
Bali,Karangasem,Jumlah Pemilih Total,376752
Bali,Klungkung,Jumlah Pemilih Total,156501
Bali,Kota Denpasar,Jumlah Pemilih Total,404339
Bali,Tabanan,Jumlah Pemilih Total,358154
Banten,Kota Serang,Jumlah Pemilih Total,422072
Banten,Kota Tangerang,Jumlah Pemilih Total,1027522
Banten,Lebak,Jumlah Pemilih Total,926342
Banten,Tangerang,Jumlah Pemilih Total,1843188
Bengkulu,Kota Bengkulu,Jumlah Pemilih Total,230169
Gorontalo,Gorontalo Utara,Jumlah Pemilih Total,82393
Gorontalo,Kota Gorontalo,Jumlah Pemilih Total,12728
Jambi,Kerinci,Jumlah Pemilih Total,205758
Jambi,Kota Jambi,Jumlah Pemilih Total,384203
Jambi,Merangin,Jumlah Pemilih Total,245722
Jawa Barat,Bandung,Jumlah Pemilih Total,2330852
Jawa Barat,Bandung Barat,Jumlah Pemilih Total,1158564
Jawa Barat,Bekasi,Jumlah Pemilih Total,1845447
Jawa Barat,Bogor,Jumlah Pemilih Total,3294825
Jawa Barat,Ciamis,Jumlah Pemilih Total,920858
Jawa Barat,Cianjur,Jumlah Pemilih Total,1653805
Jawa Barat,Cirebon,Jumlah Pemilih Total,1635993
Jawa Barat,Garut,Jumlah Pemilih Total,1801626
Jawa Barat,Indramayu,Jumlah Pemilih Total,1318945
Jawa Barat,Karawang,Jumlah Pemilih Total,1598382
Jawa Barat,Kota Bandung,Jumlah Pemilih Total,1659017
Jawa Barat,Kota Banjar,Jumlah Pemilih Total,143516
Jawa Barat,Kota Bekasi,Jumlah Pemilih Total,1434717
Jawa Barat,Kota Bogor,Jumlah Pemilih Total,67431
Jawa Barat,Kota Cimahi,Jumlah Pemilih Total,36498
Jawa Barat,Kota Cirebon,Jumlah Pemilih Total,230446
Jawa Barat,Kota Depok,Jumlah Pemilih Total,1155477
Jawa Barat,Kota Sukabumi,Jumlah Pemilih Total,225349
Jawa Barat,Kota Tasikmalaya,Jumlah Pemilih Total,473633
Jawa Barat,Kuningan,Jumlah Pemilih Total,837365
Jawa Barat,Majalengka,Jumlah Pemilih Total,952538
Jawa Barat,Pangandaran,Jumlah Pemilih Total,311176
Jawa Barat,Purwakarta,Jumlah Pemilih Total,652796
Jawa Barat,Subang,Jumlah Pemilih Total,1110185
Jawa Barat,Sukabumi,Jumlah Pemilih Total,1801992
Jawa Barat,Sumedang,Jumlah Pemilih Total,834276
Jawa Barat,Tasikmalaya,Jumlah Pemilih Total,1308969
Jawa Tengah,Banjarnegara,Jumlah Pemilih Total,768585
Jawa Tengah,Banyumas,Jumlah Pemilih Total,1302438
Jawa Tengah,Batang,Jumlah Pemilih Total,588311
Jawa Tengah,Blora,Jumlah Pemilih Total,689297
Jawa Tengah,Boyolali,Jumlah Pemilih Total,777378
Jawa Tengah,Brebes,Jumlah Pemilih Total,1453170
Jawa Tengah,Cilacap,Jumlah Pemilih Total,1442974
Jawa Tengah,Demak,Jumlah Pemilih Total,846714
Jawa Tengah,Grobogan,Jumlah Pemilih Total,1087370
Jawa Tengah,Jepara,Jumlah Pemilih Total,846212
Jawa Tengah,Karanganyar,Jumlah Pemilih Total,681477
Jawa Tengah,Kebumen,Jumlah Pemilih Total,1050220
Jawa Tengah,Kendal,Jumlah Pemilih Total,757191
Jawa Tengah,Klaten,Jumlah Pemilih Total,978513
Jawa Tengah,Kota Magelang,Jumlah Pemilih Total,89294
Jawa Tengah,Kota Pekalongan,Jumlah Pemilih Total,216632
Jawa Tengah,Kota Salatiga,Jumlah Pemilih Total,130619
Jawa Tengah,Kota Semarang,Jumlah Pemilih Total,1114643
Jawa Tengah,Kota Surakarta,Jumlah Pemilih Total,40109
Jawa Tengah,Kota Tegal,Jumlah Pemilih Total,198535
Jawa Tengah,Kudus,Jumlah Pemilih Total,611879
Jawa Tengah,Magelang,Jumlah Pemilih Total,965947
Jawa Tengah,Pati,Jumlah Pemilih Total,1012566
Jawa Tengah,Pekalongan,Jumlah Pemilih Total,715665
Jawa Tengah,Pemalang,Jumlah Pemilih Total,1076230
Jawa Tengah,Purbalingga,Jumlah Pemilih Total,735067
Jawa Tengah,Purworejo,Jumlah Pemilih Total,605345
Jawa Tengah,Rembang,Jumlah Pemilih Total,47573
Jawa Tengah,Semarang,Jumlah Pemilih Total,756063
Jawa Tengah,Sragen,Jumlah Pemilih Total,763367
Jawa Tengah,Sukoharjo,Jumlah Pemilih Total,652791
Jawa Tengah,Tegal,Jumlah Pemilih Total,1171026
Jawa Tengah,Temanggung,Jumlah Pemilih Total,593989
Jawa Tengah,Wonogiri,Jumlah Pemilih Total,854334
Jawa Tengah,Wonosobo,Jumlah Pemilih Total,657833
Jawa Timur,Bangkalan,Jumlah Pemilih Total,859067
Jawa Timur,Banyuwangi,Jumlah Pemilih Total,1257684
Jawa Timur,Blitar,Jumlah Pemilih Total,936896
Jawa Timur,Bojonegoro,Jumlah Pemilih Total,1026229
Jawa Timur,Bondowoso,Jumlah Pemilih Total,578741
Jawa Timur,Gresik,Jumlah Pemilih Total,900962
Jawa Timur,Jember,Jumlah Pemilih Total,1810220
Jawa Timur,Jombang,Jumlah Pemilih Total,977676
Jawa Timur,Kediri,Jumlah Pemilih Total,1186404
Jawa Timur,Kota Batu,Jumlah Pemilih Total,148773
Jawa Timur,Kota Blitar,Jumlah Pemilih Total,110255
Jawa Timur,Kota Kediri,Jumlah Pemilih Total,199271
Jawa Timur,Kota Madiun,Jumlah Pemilih Total,149026
Jawa Timur,Kota Malang,Jumlah Pemilih Total,600646
Jawa Timur,Kota Mojokerto,Jumlah Pemilih Total,96132
Jawa Timur,Kota Pasuruan,Jumlah Pemilih Total,139508
Jawa Timur,Kota Probolinggo,Jumlah Pemilih Total,163567
Jawa Timur,Kota Surabaya,Jumlah Pemilih Total,2006061
Jawa Timur,Lamongan,Jumlah Pemilih Total,1039849
Jawa Timur,Lumajang,Jumlah Pemilih Total,812479
Jawa Timur,Madiun,Jumlah Pemilih Total,566704
Jawa Timur,Magetan,Jumlah Pemilih Total,532853
Jawa Timur,Malang,Jumlah Pemilih Total,1966373
Jawa Timur,Mojokerto,Jumlah Pemilih Total,811959
Jawa Timur,Nganjuk,Jumlah Pemilih Total,848657
Jawa Timur,Ngawi,Jumlah Pemilih Total,699567
Jawa Timur,Pacitan,Jumlah Pemilih Total,460102
Jawa Timur,Pamekasan,Jumlah Pemilih Total,680392
Jawa Timur,Pasuruan,Jumlah Pemilih Total,1151502
Jawa Timur,Ponorogo,Jumlah Pemilih Total,753356
Jawa Timur,Probolinggo,Jumlah Pemilih Total,845901
Jawa Timur,Sampang,Jumlah Pemilih Total,803499
Jawa Timur,Sidoarjo,Jumlah Pemilih Total,1359815
Jawa Timur,Situbondo,Jumlah Pemilih Total,472792
Jawa Timur,Sumenep,Jumlah Pemilih Total,854158
Jawa Timur,Trenggalek,Jumlah Pemilih Total,57656
