Perusahaan,Sektor
PT KLIK ADV JAYA INTERNASIONAL,Advertising/Marketing/Promotion/PR
PT Klik Beres Semua,Computer/Information Technology (Software)
PT Klik Dental Sejahtera,Healthcare/Medical
PT Klik Disini,Printing/Publishing
PT Klik Eat Indonesia,Computer/Information Technology (Software)
PT Klik Inovasi Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Klik Kaya Inovasi,Computer/Information Technology (Software)
PT Klik Logistics Putera Harmas,Transportation/Logistics
PT Klik Management,Consulting (Business & Management)
PT Klik Today Indonesia,Advertising / Marketing / Promotion / PR
PT Klikee Digital Interaktif,Arts/Design/Fashion
PT Klikfix Asia International,"Consulting (IT, Science, Engineering & Technical)"
PT Klikfix Asia International,Call Center/IT-Enabled Services/BPO
PT Kliklabs Indo Kreasi (Surabaya),Computer/Information Technology (Software)
PT Kliknbook Internasional,Travel/Tourism
PT Kliknklin Digital Nusantara,Computer/Information Technology (Software)
PT Kline Indonesia,Computer / Information Technology (Software)
PT Kline Total Logistics Indonesia,Transportation/Logistics
PT Klinik Casimira Medical Centre,BioTechnology / Pharmaceutical / Clinical research
PT Klinik Dokter Ayoman Keluarga,Healthcare/Medical
PT Klip Plastik,Polymer/Plastic/Rubber/Tyres
PT Klip Teknologi Indonesia,Computer / Information Technology (Hardware)
PT Kliring Penjaminan Efek Indonesia (KPEI),Banking/Financial Services
PT KLK Agriservindo Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT KLK Dumai,Manufacturing/Production
PT Klopman Argo International,Manufacturing / Production
PT Klots Interior Indonesia,Architectural Services/Interior Designing
PT Kluege International,"Consulting (IT, Science, Engineering & Technical)"
PT Kluge Inovasi Indonesia ( Artawana ),Computer/Information Technology (Software)
PT Kmac Kyosei Nandya Indonesia,Automobile / Automotive Ancillary / Vehicle
PT KMC Indonesia (Kuei Meng Chain Indonesia),General & Wholesale Trading
PT KMI Wire and Cable Tbk,Electrical & Electronics
PT KMK Global Sports,Manufacturing/Production
PT KMK Plastics Indonesia,Polymer/Plastic/Rubber/Tyres
PT KMPlus Optima Internasional,Human Resources Management/Consulting
PT Knauf Gypsum Indonesia,Manufacturing / Production
PT KNH MITRA SOLUSINDO,Accounting/Audit/Tax Services
PT Knight Holidays Travel,Travel/Tourism
PT Knockers Indonesia,Architectural Services/Interior Designing
PT Knowledge Integration Services,"Consulting (IT, Science, Engineering & Technical)"
PT Known-You Seed Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT KNT Indonesia,Electrical & Electronics
PT KO Indonesia,Healthcare/Medical
PT Koba Metal Indonesia,Manufacturing/Production
PT Koba Sukses Berjaya,Food & Beverage/Catering/Restaurant
PT Kobayashi Autoparts Indonesia,Heavy Industrial / Machinery / Equipment
PT Kobayashi Eglin,Manufacturing/Production
PT Kobby Heavy Industry Indonesia,Electrical & Electronics
PT KOBE BOGA UTAMA,Food & Beverage/Catering/Restaurant
PT Kobe Nutri Farma,Consumer Products/FMCG
PT Kobeks,Manufacturing / Production
PT Kobelindo Compressors,Heavy Industrial/Machinery/Equipment
PT Kobelindo Compressors (Semarang),Heavy Industrial / Machinery / Equipment
PT Koberu Pratama,Advertising / Marketing / Promotion / PR
PT Kobexindo Equipment,Heavy Industrial/Machinery/Equipment
PT Kobexindo Equipment (Semarang),Heavy Industrial / Machinery / Equipment
PT Kobexindo Tractors,Heavy Industrial / Machinery / Equipment
PT Kobexindo Tractors (Banjarmasin),Heavy Industrial / Machinery / Equipment
PT KOBEXINDO TRACTORS TBK,Heavy Industrial/Machinery/Equipment
PT Kobin Keramik Industri,Manufacturing/Production
PT Kodai Indonesia,Manufacturing / Production
PT Kodasindo Tatasarana,Printing/Publishing
PT Kodeco Agrojaya Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Kodisu Indonesia,Advertising / Marketing / Promotion / PR
PT Koei Tool Indonesia,Manufacturing/Production
PT Koexim Mandiri Finance,Banking/Financial Services
PT KOFPI,Agricultural/Plantation/Poultry/Fisheries
PT Kogam Artha Sejahtera,Banking/Financial Services
PT Kogelahar Indonusa,Heavy Industrial/Machinery/Equipment
PT Kogelahar Riau,Manufacturing/Production
PT Kognitif Skema Indonesia,Accounting/Audit/Tax Services
PT Kogo Continental,Manufacturing / Production
PT Koh Brother Indonesia,Manufacturing/Production
PT Kohler Indonesia,Manufacturing/Production
PT Kohler Metal Industry,Manufacturing / Production
PT Kohwa Precision Indonesia,Manufacturing/Production
PT Koi Café Indonesia,Food & Beverage/Catering/Restaurant
PT KOI Oriental Indonesia,Food & Beverage / Catering / Restaurant
PT Koin Bumi,Retail/Merchandise
PT Koin Pratama,Construction/Building/Engineering
PT Koin Travel,Travel / Tourism
PT Koincom Persada,Advertising/Marketing/Promotion/PR
PT Koink Indonesia,General & Wholesale Trading
PT Kojima Laser Indonesia,Manufacturing/Production
PT Kojima Metal Form Indonesia,Manufacturing/Production
PT KOJO,"Consulting (IT, Science, Engineering & Technical)"
PT Kojo (Samarinda),Oil/Gas/Petroleum
PT KOJO (Surabaya),General & Wholesale Trading
PT Kojo - Pekanbaru,Mining
PT Koka Indonesia,Architectural Services/Interior Designing
PT Kokai Indo Abadi,Manufacturing/Production
PT Kokek,Consulting (Business & Management)
PT Koken Indonesia,Textiles/Garment
PT KOKI Marketama,Food & Beverage/Catering/Restaurant
PT Kokindo Tropical Springs,Manufacturing/Production
PT Kokoci Craga Asia,Entertainment / Media
PT Kokoh Anugerah Nusantara,Property/Real Estate
PT Kokoh Contractor Indonesia,Manufacturing/Production
PT Kokoh Inti Arebama Tbk (Group of SCG Indonesia),Others
PT Kokoh Makmur Sentosa,Automobile / Automotive Ancillary / Vehicle
PT Kokoh Mandiri Sejahtera,General & Wholesale Trading
PT Kokoh Semesta,Manufacturing/Production
PT KOKORIA (Mannayo Resto),Food & Beverage/Catering/Restaurant
PT Kolaborasi Global Sukses,Computer/Information Technology (Software)
PT Kolaborasi Ide Kreatif,Education
PT Koled,Advertising / Marketing / Promotion / PR
PT Kolink Network Solutions,"Consulting (IT, Science, Engineering & Technical)"
PT Kollage Kreatif Global,Retail / Merchandise
PT Kolledo Indonesia,Computer/Information Technology (Software)
PT Kolosal Pratama,Chemical / Fertilizers / Pesticides
PT Kolsen Multimedia,Human Resources Management / Consulting
PT KOLTIVA,General & Wholesale Trading
PT Komala Tri Varia,Consumer Products / FMCG
PT Komark Labels And Labelling Indonesia,Printing / Publishing
PT Komatsu Astra Finance,Heavy Industrial/Machinery/Equipment
PT KOMATSU INDONESIA,Heavy Industrial/Machinery/Equipment
PT Komatsu Marketing and Support Indonesia,Heavy Industrial/Machinery/Equipment
PT Komatsu Reman Indonesia,Heavy Industrial / Machinery / Equipment
PT Komet Bersama Indonesia,Insurance
PT Komet Infra Nusantara,Telecommunication
PT Komet Konsorsium (Medan),Telecommunication
PT Komindo Bizolusi,Computer/Information Technology (Hardware)
PT Komindo Bizolusi,Others
PT Komipo Pembangkitan Jawa Bali (KPJB),Electrical & Electronics
PT Komitra Mitra Karya,Hotel / Hospitality
PT Komitra Perkasa Sejahtera,Hotel / Hospitality
PT Komitrando Emporio,Apparel
PT Komoditas Gemerlap,Mining
PT Komotech Indonesia,Manufacturing/Production
PT Kompacindo Area Utama,Heavy Industrial / Machinery / Equipment
PT Kompak Indopola,Retail / Merchandise
PT Kompak Mantap Indonesia,Entertainment/Media
PT Kompas Ilmu,Retail/Merchandise
PT Kompas Media Nusantara,Entertainment/Media
PT Kompindo Fontanaraya,Manufacturing/Production
PT Kompindo Wiratama,Manufacturing/Production
PT Kompresindo Utamajaya,Manufacturing / Production
PT Komugi Bali,Food & Beverage/Catering/Restaurant
PT Komunika Bangun Investasi,Banking / Financial Services
PT Komunika Cergas Ilhami (BBDO Indonesia),Advertising / Marketing / Promotion / PR
PT Komunika Lima Dua Belas,Computer / Information Technology (Software)
PT Komunika Lintas Maya,Advertising/Marketing/Promotion/PR
PT Komunika Mitra Indonesia,Consulting (Business & Management)
PT Komunika Mitra Pratama,Telecommunication
PT Komunika Pratama Reksa,Advertising/Marketing/Promotion/PR
PT Komunikasi Kinerja / KIROYAN PARTNERS,Consulting (Business & Management)
PT Komunikasi Mantap Indonesia,Entertainment / Media
PT Komunikasi Mitra Dwipanca,Advertising/Marketing/Promotion/PR
PT Komunikasia,Advertising/Marketing/Promotion/PR
PT Komunitas Cerdas Indonesia,Education
PT Komunitas Karya Kencana,Computer/Information Technology (Software)
PT Koncepts Mulia Indonesia,General & Wholesale Trading
PT Kondang Motor,Automobile / Automotive Ancillary / Vehicle
PT Kondo International,General & Wholesale Trading
PT Kone Indo Elevator,General & Wholesale Trading
PT Konecranes,Heavy Industrial/Machinery/Equipment
PT Konekthing Benda Pintar,"Consulting (IT, Science, Engineering & Technical)"
PT Konet Indonesia,Telecommunication
PT KONET INDONESIA,Telecommunication
PT Konexindo Unitama,Computer/Information Technology (Software)
PT Kongres Rental Indonesia,Exhibitions/Event management/MICE
PT Konici Sejahtera,General & Wholesale Trading
PT Konigs Multi Teknik,Heavy Industrial/Machinery/Equipment
PT Konimex,Healthcare / Medical
PT KONIMEX (SOLO),Manufacturing/Production
PT Konka Electronic Indonesia,Electrical & Electronics
PT Konnichiwa Indonesia,Manufacturing/Production
PT Konoike Transport Indonesia,Transportation / Logistics
PT Konsep Media Kreatif,Computer/Information Technology (Software)
PT Konsep Sistem Indonesia,Computer / Information Technology (Software)
PT Konsindo Inovatek Utama,Manufacturing/Production
PT Konstruksi Indo Machinery (KIM),Heavy Industrial/Machinery/Equipment
PT Konsula Amarta Nusantara (Jakarta),Healthcare/Medical
PT Konsulindo Informatika Perdana,"Consulting (IT, Science, Engineering & Technical)"
PT Konsulta Semen Gresik,Construction/Building/Engineering
PT Konsultan Indonesia ( Jolly Good English ( PIK ) ),Education
PT Konsultan Indonesia Bersama,Consulting (Business & Management)
PT Konsultan Inovasi Tridharma,Consulting (Business & Management)
PT Konsultan Investasi Asia,Consulting (Business & Management)
PT Konsultan Tylin International,Construction/Building/Engineering
PT Konsultasi Mikro Ventura,Banking / Financial Services
PT KONSULTASI SINAR GEMILANG,Consulting (Business & Management)
PT Kontak Perkasa futures,Others
PT KONTAK PERKASA FUTURES bali,Others
PT Kontena Kemas Industri,Manufacturing/Production
PT Kontindo Panca Manunggal,Chemical / Fertilizers / Pesticides
PT Kontinum Studio Hardy Jonggala,Architectural Services/Interior Designing
PT Kontrol Indo Raya,Construction/Building/Engineering
PT Kontrol Power Utama,Construction/Building/Engineering
PT Konutara Sejati,Mining
PT Konvergensi Mitra Solusi,Human Resources Management/Consulting
PT Kooc Kreasi,Manufacturing/Production
PT Kool Snap Multi Retailindo,Accounting/Audit/Tax Services
PT KOP Surface Products,Manufacturing/Production
PT Kopegtel Batam Cemerlang,Others
PT Kopel Lahan Andalan,Property/Real Estate
PT Kopel Lahan Andalan (Surabaya),Property/Real Estate
PT Kopeng Alam Wisata,Travel/Tourism
PT Koperindo Rekamandiri,General & Wholesale Trading
PT Kopi Luwak,Food & Beverage/Catering/Restaurant
PT Kopiku Indonesia,Food & Beverage / Catering / Restaurant
PT Kopindo Jaya,Consumer Products / FMCG
PT Kopitiam Oey Indonesia,Food & Beverage/Catering/Restaurant
PT Kopium Artisan Indonesia,Food & Beverage/Catering/Restaurant
PT Kopnatel Jaya,Telecommunication
PT Kopolco Indonesia,Manufacturing/Production
PT Koradipura Prakarsa,Construction/Building/Engineering
PT Koral Kampar,Mining
PT Koran Media Investor Indonesia,Entertainment / Media
PT Korchina Logistics Indonesia,Transportation / Logistics
PT Korea Motor Indonesia (Bogor),Automobile/Automotive Ancillary/Vehicle
PT Korea Rail Network Authority,Construction/Building/Engineering
PT Korea Red Ginseng,General & Wholesale Trading
PT Korea Tomorrow & Global  Indonesia,Consumer Products/FMCG
PT Korelasi Persada Indonesia,Computer/Information Technology (Software)
PT Korin Buana Antarnusa (Jakarta),Transportation/Logistics
PT Korin Buana Antarnusa (Surabaya),Transportation/Logistics
PT Korin Hub,General & Wholesale Trading
PT Korin Inti Wira Engineering Indonesia,Manufacturing/Production
PT Korin Intiwira Sejahtera (Surabaya),Manufacturing/Production
PT Korin Jaya,Manufacturing/Production
PT KORIN METAL ARTS,Manufacturing/Production
PT Korina Kemuning Perkasa,"Consulting (IT, Science, Engineering & Technical)"
PT Korina Prima Sinergi,Travel/Tourism
PT Korindo Aria Bimasari,Mining
PT Korindo Heavy Industry,Heavy Industrial/Machinery/Equipment
PT Korindo Interguna,Food & Beverage / Catering / Restaurant
PT Korindo Motors,Manufacturing / Production
PT Korinus,Food & Beverage/Catering/Restaurant
PT Korma Jaya Utama,Food & Beverage / Catering / Restaurant
PT Korman Indo Express,Others
PT Korman Kencana Ekspressindo,Transportation / Logistics
PT Korn Ferry International,Consulting (Business & Management)
PT Kornet Logistics,Transportation / Logistics
PT Korosi Specindo,Manufacturing/Production
PT Korpindo Konsultansi,Consulting (Business & Management)
PT Korpora Trainindo Consultant,Consulting (Business & Management)
PT Korra Antar Buana,"Consulting (IT, Science, Engineering & Technical)"
PT Korrner Mitra Prakasa,"Consulting (IT, Science, Engineering & Technical)"
PT Kors Beautipedia Permata ( Jakarta ),Retail/Merchandise
PT Korsia Mitra Nusantara,Accounting/Audit/Tax Services
PT Kosala Agung Metropolitan,Healthcare / Medical
PT Kosantara Abadi,Construction / Building / Engineering
PT Koshima Utama Agung,Electrical & Electronics
PT Kosindo Supratama,Agricultural / Plantation / Poultry / Fisheries
PT Kosmedikatama Setia Indonesia,Consumer Products / FMCG
PT Kosmetikatama Super Indah,Manufacturing / Production
PT Kosmindah Wangi,Manufacturing/Production
PT Kosmo Life Style,Arts / Design / Fashion
PT Kosong Satu - Bedforest,Travel/Tourism
PT Kostra Indonesia,Travel/Tourism
PT Kota Bukit Indah Group,Property / Real Estate
PT Kota Jati Furindo,Manufacturing / Production
PT Kota Niaga Raya,General & Wholesale Trading
PT Kota Satu Persada,Property / Real Estate
PT Kota Satu Properti Semarang,Property/Real Estate
PT Kota Warna,Computer / Information Technology (Software)
PT Kotaisan Prima Transindo,Transportation / Logistics
PT Kotak Hijau Utama (Aora TV Jawa Tengah),Human Resources Management/Consulting
PT Kotak Hijau Utama Cabang Surabaya,Human Resources Management / Consulting
PT Kotak Imaji Media Indonesia,Advertising/Marketing/Promotion/PR
PT Kotamas Jayaraya,Manufacturing / Production
PT Kotamas Makmur,Retail/Merchandise
PT Kotaminyak Internusa,Oil/Gas/Petroleum
PT Kotindo Indah Maju,Transportation / Logistics
PT KOTOBUKI KIKAKU INDONESIA,Food & Beverage/Catering/Restaurant
PT Kowiejaya Mitra Makmur,Manufacturing/Production
PT Koyorad Jaya Indonesia,Manufacturing/Production
PT KP Midas Indonesia,Retail / Merchandise
PT KP SURABAYA,Others
PT KPF,Others
PT KPF Balikpapan,Others
PT KPM Oil & Gas,Oil/Gas/Petroleum
PT KPOT ( Karya Pak Oles Tokcer ),Healthcare / Medical
PT KPSE SERVICES INDONESIA,Others
PT KPSI,Others
PT KRA Indonesia,Consulting (Business & Management)
PT Kraft Ultra Jaya Indonesia,Manufacturing/Production
PT Krafthaus Indonesia,Computer/Information Technology (Software)
PT Kraftig Advertising,Advertising/Marketing/Promotion/PR
PT Krakatau Engineering (Cilegon),"Consulting (IT, Science, Engineering & Technical)"
PT Krakatau Information Technology,Manufacturing/Production
PT Krakatau Nippon Steel Sumikin,Heavy Industrial/Machinery/Equipment
PT Krakatau Posco,Manufacturing/Production
PT Krakatau Posco Chemtech Calcination,Manufacturing/Production
PT Krakatau Shipyard,Others
PT Krakatau Steel (Persero) Tbk,Manufacturing/Production
PT Krakatau Wajatama,Mining
PT Krama Yudha Tiga Berlian Motors,Automobile/Automotive Ancillary/Vehicle
PT Kramat Agung,Agricultural / Plantation / Poultry / Fisheries
PT Kramatdjati Asri Sejati,Transportation/Logistics
PT Kranindo Prima,Oil/Gas/Petroleum
PT Krantz Thermo Technology International,Manufacturing/Production
PT Kraton Resto Lestari,Food & Beverage / Catering / Restaurant
PT Krawling Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Krayon Milev Kemuncak,Advertising / Marketing / Promotion / PR
PT Krazu GRC,Construction/Building/Engineering
PT Krazu Nusantara,Construction/Building/Engineering
PT KRBA Putra Alwaini,Retail/Merchandise
PT Krea Asia Distributor,General & Wholesale Trading
PT Kreacipta Abadi,Arts/Design/Fashion
PT Kreanova Pharmaret,BioTechnology/Pharmaceutical/Clinical research
PT Kreasi Active Indonesia,Exhibitions/Event management/MICE
PT Kreasi Aditama Darmalaksana,Arts/Design/Fashion
PT KREASI AMA INDONESIA,Arts/Design/Fashion
PT Kreasi Aneka Sarana,Manufacturing/Production
PT Kreasi Anugerah Pratama,Apparel
PT Kreasi Apparel Indopacific,Retail/Merchandise
PT Kreasi Arta Jaya,Entertainment / Media
PT Kreasi Asia Pasifik,Others
PT Kreasi Auto Kencana Sorong,Automobile / Automotive Ancillary / Vehicle
PT Kreasi Avaron,Entertainment / Media
PT Kreasi Bali Famili,Architectural Services/Interior Designing
PT Kreasi Bhumi Nusantara,Arts/Design/Fashion
PT Kreasi Bisnis Cemerlang,Electrical & Electronics
PT Kreasi Cakrawala Utama,Accounting / Audit / Tax Services
PT Kreasi Cantik Alami,Grooming / Beauty / Fitness
PT Kreasi Cemerlang Abadi,Architectural Services/Interior Designing
PT Kreasi Cemerlang Lestari,Arts / Design / Fashion
PT Kreasi Cipta Makmur,Architectural Services/Interior Designing
PT Kreasi Cipta Prestasi,Construction/Building/Engineering
PT Kreasi Cipta Suara,Entertainment / Media
PT Kreasi Cipta Warna,Advertising/Marketing/Promotion/PR
PT Kreasi Dwi Matra,Arts / Design / Fashion
PT Kreasi Dwicipta Utama,Advertising/Marketing/Promotion/PR
PT Kreasi Edulab Indonesia,Education
PT Kreasi Edulab Indonesia Cabang Purwakarta,Education
PT Kreasi Empat Busur,Advertising / Marketing / Promotion / PR
PT Kreasi Fauna Indah,Apparel
PT Kreasi Funedge Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasi Generasi Bintang,Education
PT Kreasi Generasi Cerdas,Education
PT Kreasi Indah Alam,Retail/Merchandise
PT Kreasi Indonesia Bahutama,Computer / Information Technology (Hardware)
PT Kreasi Inovasi Prosana,Food & Beverage/Catering/Restaurant
PT Kreasi Interaktif Digital,Computer/Information Technology (Software)
PT Kreasi Interior Arsitektur,Architectural Services/Interior Designing
PT Kreasi Inti Cipta,Computer / Information Technology (Software)
PT Kreasi Intiplas Mandiri,Retail/Merchandise
PT Kreasi Jaya Mandiri,Retail / Merchandise
PT Kreasi Jaya Manggala (HEYBOY Kidswear),Retail/Merchandise
PT Kreasi Karya Mandiri,Entertainment/Media
PT Kreasi Kisah Mulia,Retail/Merchandise
PT Kreasi Lima Perdana,Arts / Design / Fashion
PT Kreasi Maharani,Grooming / Beauty / Fitness
PT Kreasi Mega Pariwara,Arts/Design/Fashion
PT Kreasi Meluas,Grooming / Beauty / Fitness
PT Kreasi Muda Gemilang,Human Resources Management/Consulting
PT Kreasi Multi Media,Entertainment / Media
PT Kreasi Nostra Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Kreasi Nusantana Tempur,Banking/Financial Services
PT Kreasi Nutriboga,Food & Beverage/Catering/Restaurant
PT Kreasi Outsource Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasi Perfekta Mandiri,Arts/Design/Fashion
PT Kreasi Prima Printing,Printing / Publishing
PT Kreasi Sejahtera Manunggal Persada,Construction / Building / Engineering
PT Kreasi Sejahtera Teknologi,Computer/Information Technology (Software)
PT Kreasi Semesta Raya,Automobile/Automotive Ancillary/Vehicle
PT Kreasi Senifika Mandiri,Printing / Publishing
PT Kreasi Sentosa Abadi (Jakarta),General & Wholesale Trading
PT Kreasi Sentra Solusindo,Computer/Information Technology (Software)
PT Kreasi Solusi Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasi Solusi Teknologi,Computer/Information Technology (Software)
PT Kreasi Sukses Sejahtera,Electrical & Electronics
PT Kreasi Tema Indonesia,Manufacturing/Production
PT Kreasi Tiga Perdana,General & Wholesale Trading
PT Kreasi Unggul Ekakarsa,Food & Beverage/Catering/Restaurant
PT Kreasibeton Nusapersada,Construction/Building/Engineering
PT KREASIBOGA PRIMATAMA,Others
PT Kreasijaya Adhikarya,Agricultural/Plantation/Poultry/Fisheries
PT Kreasinar Inticipta Nuansa,Construction/Building/Engineering
PT Kreasindo Cipta Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasindo Citra Nusantara,Others
PT Kreasindo Indah Pratama,Retail / Merchandise
PT Kreasindo Sinergi Abadi (BE.BOB SHOES),Apparel
PT Kreasindo Utama,Arts / Design / Fashion
PT Kreasitus Teknologi Indonesia,Computer/Information Technology (Software)
PT Kreatama Konsep Selaras,Architectural Services/Interior Designing
PT Kreatif Bersama,Computer/Information Technology (Software)
PT Kreatif Cipta Indonesia,Entertainment/Media
PT Kreatif Cipta Sumber Daya Indonesia,Human Resources Management/Consulting
PT Kreatif Dinamika Integrasi,Consulting (Business & Management)
PT Kreatif Dinamika Integrasi,Computer/Information Technology (Software)
PT Kreatif Global Primasolusindo,"Consulting (IT, Science, Engineering & Technical)"
PT Kreatif Indosuccess,Construction / Building / Engineering
PT Kreatif Jaya Sentosa,General & Wholesale Trading
PT Kreatif Lab Indonesia,Advertising / Marketing / Promotion / PR
PT KREATIF LAYANAN INGORMASI,General & Wholesale Trading
PT Kreatif Mantani,General & Wholesale Trading
PT Kreatif Media Group,Advertising/Marketing/Promotion/PR
PT Kreatif Sistem Teknologi,Computer/Information Technology (Software)
PT Kreatif Solusi Informatika,Computer/Information Technology (Software)
PT Kreatif Tekno Media,Consulting (Business & Management)
PT Kreatifitas Sinergisme Teknoindo,Computer/Information Technology (Software)
PT Kreativ Image,General & Wholesale Trading
PT Kreator Solusi Informasi,Accounting / Audit / Tax Services
PT Kredigram Pembayaran Elektronis,Banking/Financial Services
PT Kredit Biro Indonesia Jaya,Banking/Financial Services
PT Kredit Gogo Informatika,Banking/Financial Services
PT Kredit Pintar Indonesia,Banking/Financial Services
PT KREDIT PLUS TEKNOLOGI,Banking/Financial Services
PT Kreditku Teknologi Indonesia,Banking/Financial Services
PT Kredo Aum,General & Wholesale Trading
PT Kreshna Muda Perkasa,Consumer Products/FMCG
PT Kresley Indonesia,Consumer Products/FMCG
PT Kresna Adikarsa,Electrical & Electronics
PT Kresna Dita Lestari,Architectural Services / Interior Designing
PT Kresna Duta Anugrah,Construction / Building / Engineering
PT Kresna Graha Sekurindo Tbk,Stockbroking / Securities
PT Kresna Kusuma Dyandra Marga,Construction/Building/Engineering
PT Kresna Peterindo Abadi,Automobile / Automotive Ancillary / Vehicle
PT KRESNA REKSA FINANCE,Banking/Financial Services
PT KRESNA REKSA FINANCE,Banking/Financial Services
PT Kresna Reksa Finance ( Head Office ),Banking/Financial Services
PT Kresna Reksa Finance (Cabang Purwokerto),Banking/Financial Services
PT Kresna Reksa Finance (Jakarta),Banking/Financial Services
PT Kresna Reksa Finance (Makassar),Manufacturing / Production
PT Kresna Reksa Finance (Pekalongan),Banking / Financial Services
PT Kresna Reksa Finance (Samarinda),Banking / Financial Services
PT Kresna Reksa Finance (Semarang),Banking/Financial Services
PT Kresna Reksa Finance (Tegal),Banking/Financial Services
PT Kresna Reksa Finance (Yogyakarta),Banking / Financial Services
PT Kresna Reksa Finance Balikpapan,Banking / Financial Services
PT Kresna Reksa Finance Bandung,Banking / Financial Services
PT Kresna Reksa Finance Cabang Banjarmasin,Banking / Financial Services
PT Kresna Reksa Finance Cabang Solo,Banking/Financial Services
PT Kresna Reksa Finance Cabang Subang,Banking / Financial Services
PT Kresnaduta Paramarta,Consulting (Business & Management)
PT Kresti Kencanamulia,Textiles/Garment
PT Krexindo Manunggal Putra,BioTechnology / Pharmaceutical / Clinical research
PT Krida Hami Cemerlang,Construction / Building / Engineering
PT Krida Hangulindo Tehnik,"Consulting (IT, Science, Engineering & Technical)"
PT Krida Pratama Adhicipta,"Consulting (IT, Science, Engineering & Technical)"
PT Krida Upaya Tunggal,Insurance
PT Kridha Multi Niaga Prima,Consumer Products/FMCG
PT Kris Cargo Bahtera,Transportation/Logistics
PT Kris Setiabudi Utama,Oil/Gas/Petroleum
PT Krisanthium Offset Printing,Printing/Publishing
PT Krisna Maju Makmur,Manufacturing/Production
PT Krisson Indonesia,General & Wholesale Trading
PT Krista Jaya,Construction/Building/Engineering
PT KRISTA PESONA ADIBUSANA,Retail/Merchandise
PT Kristal Bali Lestari (Bali),Hotel / Hospitality
PT Kristal Global Media,Entertainment/Media
PT Kristal Indah,Manufacturing/Production
PT Kristal Kirana,Arts/Design/Fashion
PT Kristal Mitra Sejahtera,Consulting (Business & Management)
PT Kristalab Surya Medika,General & Wholesale Trading
PT Kristalika Santosa,Advertising / Marketing / Promotion / PR
PT Kristalindo Karunia Internasional,Chemical / Fertilizers / Pesticides
PT Kristamedia Pratama,Exhibitions/Event management/MICE
PT KRISTAMEDIKA,Healthcare / Medical
PT Kriting Jabrik Bersaudara,General & Wholesale Trading
PT Kriya Jaya International,Arts/Design/Fashion
PT Kriya Nusantara Group,Arts/Design/Fashion
PT Kriya Reka Komunika,Advertising/Marketing/Promotion/PR
PT KRnG Indonesia,Environment/Health/Safety
PT KROHNE INDONESIA,Manufacturing/Production
PT Krones Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Kronicles IT Consulting,Computer / Information Technology (Hardware)
PT Kronus Indonesia,Healthcare/Medical
PT Kroya Wood Estetika,Architectural Services/Interior Designing
PT Kruger Ventilation Indonesia,Manufacturing/Production
PT Krupindo Lestari,Retail / Merchandise
PT KRYA JAYA,Electrical & Electronics
PT KS Distribution Indonesia,General & Wholesale Trading
PT KS Technology,Computer/Information Technology (Hardware)
PT KSAP Indonesia,Printing/Publishing
PT Ksatria Palu Gada,Retail/Merchandise
PT KSB Indonesia,Manufacturing/Production
PT KSI - Suzhou Porcelain Insulator,Manufacturing / Production
PT KSIN Indonesia,Manufacturing/Production
PT KSK Dharma Mulia,General & Wholesale Trading
PT KSK Insurance Indonesia,Insurance
PT KSP Dynamics Indonesia,Manufacturing/Production
PT Ksteel Nusantara,Heavy Industrial/Machinery/Equipment
PT KSTex,Textiles/Garment
PT KSW Batam,Manufacturing / Production
PT KT Trading,Manufacturing/Production
PT KTC Coal Mining & Energy,General & Wholesale Trading
PT KTC Coal Mining & Energy (Samarinda),Mining
PT KTL Offshore Indonesia,Construction/Building/Engineering
PT KTZ Dinamik,Electrical & Electronics
PT Kuadra Inti Adjuster,Insurance
PT Kuadran Teknologi Indonesia,Computer/Information Technology (Software)
PT Kuaikuai Tech Indonesia,Banking/Financial Services
PT Kuala Pelabuhan Indonesia,Marine / Aquaculture
PT Kualanamu Bina Mitra Lestari,Property/Real Estate
PT Kualita Adara Karya,Telecommunication
PT Kualitas Agung Sejati,Manufacturing / Production
PT Kualitas Sanitari Indonesia,Others
PT Kuantum Mikroteknik,Computer / Information Technology (Hardware)
PT Kuantum Sukses Indonesia,Food & Beverage/Catering/Restaurant
PT Kuark Internasional,Education
PT Kuarta Powerindo Perkasa,Construction / Building / Engineering
PT Kuarta Putra Pratama,Others
PT Kubik Kreasi Sisilain,Human Resources Management/Consulting
PT Kubota Indonesia,Heavy Industrial/Machinery/Equipment
PT Kubota Machinery  Indonesia,General & Wholesale Trading
PT Kucasa Luxury,Architectural Services/Interior Designing
PT Kuda Inti Samudera,Construction / Building / Engineering
PT Kuda Mas Jaya,Manufacturing / Production
PT Kuda Nil Indonesia,Marine / Aquaculture
PT Kuda Sakti Indonesia,General & Wholesale Trading
